1	40544	1	0	1	0	0	6	0	1	0.24	0.2879	0.81	0	3	13	16
2	40544	1	0	1	1	0	6	0	1	0.22	0.2727	0.8	0	8	32	40
3	40544	1	0	1	2	0	6	0	1	0.22	0.2727	0.8	0	5	27	32
4	40544	1	0	1	3	0	6	0	1	0.24	0.2879	0.75	0	3	10	13
5	40544	1	0	1	4	0	6	0	1	0.24	0.2879	0.75	0	0	1	1
6	40544	1	0	1	5	0	6	0	2	0.24	0.2576	0.75	0.0896	0	1	1
7	40544	1	0	1	6	0	6	0	1	0.22	0.2727	0.8	0	2	0	2
8	40544	1	0	1	7	0	6	0	1	0.2	0.2576	0.86	0	1	2	3
9	40544	1	0	1	8	0	6	0	1	0.24	0.2879	0.75	0	1	7	8
10	40544	1	0	1	9	0	6	0	1	0.32	0.3485	0.76	0	8	6	14
11	40544	1	0	1	10	0	6	0	1	0.38	0.3939	0.76	0.2537	12	24	36
12	40544	1	0	1	11	0	6	0	1	0.36	0.3333	0.81	0.2836	26	30	56
13	40544	1	0	1	12	0	6	0	1	0.42	0.4242	0.77	0.2836	29	55	84
14	40544	1	0	1	13	0	6	0	2	0.46	0.4545	0.72	0.2985	47	47	94
15	40544	1	0	1	14	0	6	0	2	0.46	0.4545	0.72	0.2836	35	71	106
16	40544	1	0	1	15	0	6	0	2	0.44	0.4394	0.77	0.2985	40	70	110
17	40544	1	0	1	16	0	6	0	2	0.42	0.4242	0.82	0.2985	41	52	93
18	40544	1	0	1	17	0	6	0	2	0.44	0.4394	0.82	0.2836	15	52	67
19	40544	1	0	1	18	0	6	0	3	0.42	0.4242	0.88	0.2537	9	26	35
20	40544	1	0	1	19	0	6	0	3	0.42	0.4242	0.88	0.2537	6	31	37
21	40544	1	0	1	20	0	6	0	2	0.4	0.4091	0.87	0.2537	11	25	36
22	40544	1	0	1	21	0	6	0	2	0.4	0.4091	0.87	0.194	3	31	34
23	40544	1	0	1	22	0	6	0	2	0.4	0.4091	0.94	0.2239	11	17	28
24	40544	1	0	1	23	0	6	0	2	0.46	0.4545	0.88	0.2985	15	24	39
25	40545	1	0	1	0	0	0	0	2	0.46	0.4545	0.88	0.2985	4	13	17
26	40545	1	0	1	1	0	0	0	2	0.44	0.4394	0.94	0.2537	1	16	17
27	40545	1	0	1	2	0	0	0	2	0.42	0.4242	1	0.2836	1	8	9
28	40545	1	0	1	3	0	0	0	2	0.46	0.4545	0.94	0.194	2	4	6
29	40545	1	0	1	4	0	0	0	2	0.46	0.4545	0.94	0.194	2	1	3
30	40545	1	0	1	6	0	0	0	3	0.42	0.4242	0.77	0.2985	0	2	2
31	40545	1	0	1	7	0	0	0	2	0.4	0.4091	0.76	0.194	0	1	1
32	40545	1	0	1	8	0	0	0	3	0.4	0.4091	0.71	0.2239	0	8	8
33	40545	1	0	1	9	0	0	0	2	0.38	0.3939	0.76	0.2239	1	19	20
34	40545	1	0	1	10	0	0	0	2	0.36	0.3485	0.81	0.2239	7	46	53
35	40545	1	0	1	11	0	0	0	2	0.36	0.3333	0.71	0.2537	16	54	70
36	40545	1	0	1	12	0	0	0	2	0.36	0.3333	0.66	0.2985	20	73	93
37	40545	1	0	1	13	0	0	0	2	0.36	0.3485	0.66	0.1343	11	64	75
38	40545	1	0	1	14	0	0	0	3	0.36	0.3485	0.76	0.194	4	55	59
39	40545	1	0	1	15	0	0	0	3	0.34	0.3333	0.81	0.1642	19	55	74
40	40545	1	0	1	16	0	0	0	3	0.34	0.3333	0.71	0.1642	9	67	76
41	40545	1	0	1	17	0	0	0	1	0.34	0.3333	0.57	0.194	7	58	65
42	40545	1	0	1	18	0	0	0	2	0.36	0.3333	0.46	0.3284	10	43	53
43	40545	1	0	1	19	0	0	0	1	0.32	0.2879	0.42	0.4478	1	29	30
44	40545	1	0	1	20	0	0	0	1	0.3	0.2727	0.39	0.3582	5	17	22
45	40545	1	0	1	21	0	0	0	1	0.26	0.2273	0.44	0.3284	11	20	31
46	40545	1	0	1	22	0	0	0	1	0.24	0.2121	0.44	0.2985	0	9	9
47	40545	1	0	1	23	0	0	0	1	0.22	0.2273	0.47	0.1642	0	8	8
48	40546	1	0	1	0	0	1	1	1	0.22	0.197	0.44	0.3582	0	5	5
49	40546	1	0	1	1	0	1	1	1	0.2	0.1667	0.44	0.4179	0	2	2
50	40546	1	0	1	4	0	1	1	1	0.16	0.1364	0.47	0.3881	0	1	1
51	40546	1	0	1	5	0	1	1	1	0.16	0.1364	0.47	0.2836	0	3	3
52	40546	1	0	1	6	0	1	1	1	0.14	0.1061	0.5	0.3881	0	30	30
53	40546	1	0	1	7	0	1	1	1	0.14	0.1364	0.5	0.194	1	63	64
54	40546	1	0	1	8	0	1	1	1	0.14	0.1212	0.5	0.2836	1	153	154
55	40546	1	0	1	9	0	1	1	1	0.16	0.1364	0.43	0.3881	7	81	88
56	40546	1	0	1	10	0	1	1	1	0.18	0.1667	0.43	0.2537	11	33	44
57	40546	1	0	1	11	0	1	1	1	0.2	0.1818	0.4	0.3284	10	41	51
58	40546	1	0	1	12	0	1	1	1	0.22	0.2121	0.35	0.2985	13	48	61
59	40546	1	0	1	13	0	1	1	1	0.24	0.2121	0.35	0.2836	8	53	61
60	40546	1	0	1	14	0	1	1	1	0.26	0.2424	0.3	0.2836	11	66	77
61	40546	1	0	1	15	0	1	1	1	0.26	0.2424	0.3	0.2537	14	58	72
62	40546	1	0	1	16	0	1	1	1	0.26	0.2424	0.3	0.2537	9	67	76
63	40546	1	0	1	17	0	1	1	1	0.24	0.2273	0.3	0.2239	11	146	157
64	40546	1	0	1	18	0	1	1	1	0.24	0.2576	0.32	0.1045	9	148	157
65	40546	1	0	1	19	0	1	1	1	0.2	0.2576	0.47	0	8	102	110
66	40546	1	0	1	20	0	1	1	1	0.2	0.2273	0.47	0.1045	3	49	52
67	40546	1	0	1	21	0	1	1	1	0.18	0.197	0.64	0.1343	3	49	52
68	40546	1	0	1	22	0	1	1	1	0.14	0.1515	0.69	0.1343	0	20	20
69	40546	1	0	1	23	0	1	1	1	0.18	0.2121	0.55	0.1045	1	11	12
70	40547	1	0	1	0	0	2	1	1	0.16	0.1818	0.55	0.1045	0	5	5
71	40547	1	0	1	1	0	2	1	1	0.16	0.1818	0.59	0.1045	0	2	2
72	40547	1	0	1	2	0	2	1	1	0.14	0.1515	0.63	0.1343	0	1	1
73	40547	1	0	1	4	0	2	1	1	0.14	0.1818	0.63	0.0896	0	2	2
74	40547	1	0	1	5	0	2	1	1	0.12	0.1515	0.68	0.1045	0	4	4
75	40547	1	0	1	6	0	2	1	1	0.12	0.1515	0.74	0.1045	0	36	36
76	40547	1	0	1	7	0	2	1	1	0.12	0.1515	0.74	0.1343	2	92	94
77	40547	1	0	1	8	0	2	1	1	0.14	0.1515	0.69	0.1642	2	177	179
78	40547	1	0	1	9	0	2	1	1	0.16	0.1515	0.64	0.2239	2	98	100
79	40547	1	0	1	10	0	2	1	2	0.16	0.1364	0.69	0.3284	5	37	42
80	40547	1	0	1	11	0	2	1	1	0.22	0.2121	0.51	0.2985	7	50	57
81	40547	1	0	1	12	0	2	1	1	0.22	0.2273	0.51	0.1642	12	66	78
82	40547	1	0	1	13	0	2	1	1	0.24	0.2273	0.56	0.194	18	79	97
83	40547	1	0	1	14	0	2	1	1	0.26	0.2576	0.52	0.2239	9	54	63
84	40547	1	0	1	15	0	2	1	1	0.28	0.2727	0.52	0.2537	17	48	65
85	40547	1	0	1	16	0	2	1	1	0.3	0.2879	0.49	0.2537	15	68	83
86	40547	1	0	1	17	0	2	1	1	0.28	0.2727	0.48	0.2239	10	202	212
87	40547	1	0	1	18	0	2	1	1	0.26	0.2576	0.48	0.194	3	179	182
88	40547	1	0	1	19	0	2	1	1	0.24	0.2576	0.48	0.1045	2	110	112
89	40547	1	0	1	20	0	2	1	1	0.24	0.2576	0.48	0.1045	1	53	54
90	40547	1	0	1	21	0	2	1	1	0.22	0.2727	0.64	0	0	48	48
91	40547	1	0	1	22	0	2	1	1	0.22	0.2576	0.64	0.0896	1	34	35
92	40547	1	0	1	23	0	2	1	1	0.2	0.2273	0.69	0.0896	2	9	11
93	40548	1	0	1	0	0	3	1	1	0.2	0.2576	0.64	0	0	6	6
94	40548	1	0	1	1	0	3	1	1	0.16	0.197	0.74	0.0896	0	6	6
95	40548	1	0	1	2	0	3	1	1	0.16	0.197	0.74	0.0896	0	2	2
96	40548	1	0	1	4	0	3	1	1	0.24	0.2273	0.48	0.2239	0	2	2
97	40548	1	0	1	5	0	3	1	1	0.22	0.2273	0.47	0.1642	0	3	3
98	40548	1	0	1	6	0	3	1	1	0.2	0.197	0.47	0.2239	0	33	33
99	40548	1	0	1	7	0	3	1	1	0.18	0.1818	0.43	0.194	1	87	88
100	40548	1	0	1	8	0	3	1	1	0.2	0.1818	0.4	0.2985	3	192	195
101	40548	1	0	1	9	0	3	1	1	0.22	0.197	0.37	0.3284	6	109	115
102	40548	1	0	1	10	0	3	1	1	0.22	0.197	0.37	0.3284	4	53	57
103	40548	1	0	1	11	0	3	1	1	0.26	0.2273	0.33	0.3284	12	34	46
104	40548	1	0	1	12	0	3	1	1	0.26	0.2273	0.33	0.3284	5	74	79
105	40548	1	0	1	13	0	3	1	1	0.28	0.2576	0.3	0.2985	6	65	71
106	40548	1	0	1	14	0	3	1	1	0.3	0.2879	0.28	0.194	10	52	62
107	40548	1	0	1	15	0	3	1	1	0.3	0.2879	0.28	0.194	7	55	62
108	40548	1	0	1	16	0	3	1	1	0.3	0.3182	0.28	0.0896	4	85	89
109	40548	1	0	1	17	0	3	1	1	0.24	0.2273	0.38	0.194	4	186	190
110	40548	1	0	1	18	0	3	1	1	0.24	0.2424	0.38	0.1343	3	166	169
111	40548	1	0	1	19	0	3	1	1	0.24	0.2576	0.38	0.1045	5	127	132
112	40548	1	0	1	20	0	3	1	1	0.22	0.2273	0.47	0.1642	7	82	89
113	40548	1	0	1	21	0	3	1	1	0.2	0.197	0.51	0.194	3	40	43
114	40548	1	0	1	22	0	3	1	1	0.18	0.197	0.55	0.1343	1	41	42
115	40548	1	0	1	23	0	3	1	1	0.2	0.2576	0.47	0	1	18	19
116	40549	1	0	1	0	0	4	1	1	0.18	0.2424	0.55	0	0	11	11
117	40549	1	0	1	1	0	4	1	1	0.16	0.2273	0.64	0	0	4	4
118	40549	1	0	1	2	0	4	1	1	0.16	0.2273	0.64	0	0	2	2
119	40549	1	0	1	4	0	4	1	2	0.16	0.197	0.64	0.0896	0	1	1
120	40549	1	0	1	5	0	4	1	2	0.14	0.1818	0.69	0.0896	0	4	4
121	40549	1	0	1	6	0	4	1	2	0.14	0.1667	0.63	0.1045	0	36	36
122	40549	1	0	1	7	0	4	1	2	0.16	0.2273	0.59	0	0	95	95
123	40549	1	0	1	8	0	4	1	1	0.16	0.2273	0.59	0	3	216	219
124	40549	1	0	1	9	0	4	1	2	0.18	0.2424	0.51	0	6	116	122
125	40549	1	0	1	10	0	4	1	1	0.2	0.2576	0.47	0	3	42	45
126	40549	1	0	1	11	0	4	1	1	0.22	0.2576	0.44	0.0896	2	57	59
127	40549	1	0	1	12	0	4	1	1	0.26	0.2879	0.35	0	6	78	84
128	40549	1	0	1	13	0	4	1	1	0.26	0.2727	0.35	0.1045	12	55	67
129	40549	1	0	1	14	0	4	1	1	0.28	0.2727	0.36	0.1642	11	59	70
130	40549	1	0	1	15	0	4	1	1	0.28	0.2727	0.36	0	8	54	62
131	40549	1	0	1	16	0	4	1	1	0.26	0.2576	0.38	0.1642	12	74	86
132	40549	1	0	1	17	0	4	1	1	0.22	0.2273	0.51	0.1642	9	163	172
133	40549	1	0	1	18	0	4	1	1	0.22	0.2273	0.51	0.1343	5	158	163
134	40549	1	0	1	19	0	4	1	1	0.22	0.2576	0.55	0.0896	3	109	112
135	40549	1	0	1	20	0	4	1	1	0.2	0.2121	0.51	0.1642	3	66	69
136	40549	1	0	1	21	0	4	1	2	0.22	0.2121	0.55	0.2239	0	48	48
137	40549	1	0	1	22	0	4	1	2	0.22	0.2121	0.51	0.2836	1	51	52
138	40549	1	0	1	23	0	4	1	2	0.2	0.197	0.59	0.194	4	19	23
139	40550	1	0	1	0	0	5	1	2	0.2	0.197	0.64	0.194	4	13	17
140	40550	1	0	1	1	0	5	1	2	0.2	0.197	0.69	0.2239	2	5	7
141	40550	1	0	1	2	0	5	1	2	0.2	0.197	0.69	0.2239	0	1	1
142	40550	1	0	1	4	0	5	1	2	0.2	0.2121	0.69	0.1343	0	1	1
143	40550	1	0	1	5	0	5	1	3	0.22	0.2727	0.55	0	0	5	5
144	40550	1	0	1	6	0	5	1	2	0.2	0.2576	0.69	0	8	26	34
145	40550	1	0	1	7	0	5	1	1	0.2	0.2121	0.69	0.1343	8	76	84
146	40550	1	0	1	8	0	5	1	1	0.2	0.197	0.51	0.2537	20	190	210
147	40550	1	0	1	9	0	5	1	1	0.2	0.1818	0.47	0.2985	9	125	134
148	40550	1	0	1	10	0	5	1	1	0.22	0.197	0.37	0.3284	16	47	63
149	40550	1	0	1	11	0	5	1	2	0.2	0.197	0.4	0.2239	19	48	67
150	40550	1	0	1	12	0	5	1	2	0.2	0.197	0.37	0.2537	9	50	59
151	40550	1	0	1	13	0	5	1	2	0.2	0.1818	0.37	0.2836	9	64	73
152	40550	1	0	1	14	0	5	1	2	0.2	0.197	0.4	0.2537	7	43	50
153	40550	1	0	1	15	0	5	1	2	0.2	0.2121	0.37	0.1642	9	63	72
154	40550	1	0	1	16	0	5	1	2	0.2	0.2121	0.37	0.1642	5	82	87
155	40550	1	0	1	17	0	5	1	2	0.2	0.2576	0.37	0	9	178	187
156	40550	1	0	1	18	0	5	1	1	0.2	0.2273	0.4	0.0896	7	116	123
157	40550	1	0	1	19	0	5	1	1	0.16	0.197	0.55	0.0896	3	92	95
158	40550	1	0	1	20	0	5	1	1	0.18	0.2121	0.47	0.1045	1	50	51
159	40550	1	0	1	21	0	5	1	1	0.18	0.197	0.47	0.1343	0	39	39
160	40550	1	0	1	22	0	5	1	2	0.18	0.197	0.43	0.1642	2	34	36
161	40550	1	0	1	23	0	5	1	2	0.18	0.197	0.51	0.1642	1	14	15
162	40551	1	0	1	0	0	6	0	2	0.18	0.197	0.51	0.1642	1	24	25
163	40551	1	0	1	1	0	6	0	2	0.18	0.2121	0.55	0.0896	1	15	16
164	40551	1	0	1	2	0	6	0	2	0.18	0.2424	0.55	0	3	13	16
165	40551	1	0	1	3	0	6	0	3	0.18	0.197	0.55	0.1642	0	7	7
166	40551	1	0	1	4	0	6	0	3	0.18	0.197	0.55	0.1642	0	1	1
167	40551	1	0	1	5	0	6	0	2	0.16	0.1667	0.74	0.1642	0	5	5
168	40551	1	0	1	6	0	6	0	2	0.16	0.1667	0.74	0.1642	0	2	2
169	40551	1	0	1	7	0	6	0	2	0.16	0.1818	0.74	0.1045	1	8	9
170	40551	1	0	1	8	0	6	0	3	0.16	0.1818	0.93	0.1045	0	15	15
171	40551	1	0	1	9	0	6	0	3	0.16	0.1818	0.93	0.1045	0	20	20
172	40551	1	0	1	10	0	6	0	2	0.18	0.197	0.8	0.1642	5	56	61
173	40551	1	0	1	11	0	6	0	2	0.2	0.1818	0.69	0.3881	2	60	62
174	40551	1	0	1	12	0	6	0	2	0.2	0.1818	0.59	0.3582	8	90	98
175	40551	1	0	1	13	0	6	0	1	0.2	0.1818	0.44	0.3284	7	95	102
176	40551	1	0	1	14	0	6	0	1	0.2	0.1667	0.32	0.4925	12	83	95
177	40551	1	0	1	15	0	6	0	1	0.2	0.1667	0.32	0.4478	5	69	74
178	40551	1	0	1	16	0	6	0	1	0.18	0.1364	0.29	0.4478	8	68	76
179	40551	1	0	1	17	0	6	0	1	0.16	0.1212	0.37	0.5522	5	64	69
180	40551	1	0	1	18	0	6	0	1	0.14	0.1212	0.39	0.2985	3	52	55
